col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9
0.6,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.13636363636363635,1,0.8636363636363636,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.07692307692307693,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.37037037037037035,1,0.5925925925925926,0.9629629629629629,1.0,0.0,0.0,0.037037037037037035,0.0
1.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.375,1,0.0,0.875,1.0,0.0,0.0,0.125,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.25,1,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0
0.2894736842105263,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05555555555555555,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6363636363636364,2,0.0,0.9090909090909091,1.0,0.0,0.0,0.09090909090909091,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.25757575757575757,1,0.030303030303030304,0.9696969696969697,1.0,0.0,0.0,0.030303030303030304,0.0
0.1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07692307692307693,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07692307692307693,1,0.23076923076923078,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.875,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2608695652173913,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1780821917808219,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.18947368421052632,1,0.12631578947368421,1.0,1.0,0.0,0.0,0.0,0.0
0.35294117647058826,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.8275862068965517,1.0,1.0,0.0,0.0,0.0,0.0
0.11764705882352941,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5555555555555556,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4444444444444444,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.24731182795698925,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.00228310502283105,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.07692307692307693,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.9523809523809523,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.23076923076923078,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2978723404255319,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4155844155844156,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5294117647058824,1,0.058823529411764705,0.9411764705882353,1.0,0.0,0.0,0.058823529411764705,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2894736842105263,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05555555555555555,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7103825136612022,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.36363636363636365,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.825,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.039301310043668124,1,0.008733624454148471,0.9912663755458515,1.0,0.0,0.0,0.008733624454148471,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.9705882352941176,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.29411764705882354,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.5,1.0,1.0,0.0,0.0,0.0,0.0
0.1111111111111111,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4,1,0.025,0.975,1.0,0.0,0.0,0.025,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7777777777777778,2,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
0.125,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.875,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.9695121951219512,1,0.0,0.9939024390243902,1.0,0.0,0.0,0.006097560975609756,0.0
0.0,1,0.9230769230769231,0.6923076923076923,1.0,0.0,0.0,0.3076923076923077,0.0
0.0,1,0.0,0.9215686274509803,1.0,0.0,0.0,0.0784313725490196,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2822966507177033,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.8627450980392157,1,0.0,0.9313725490196079,1.0,0.0,0.0,0.0,0.0
0.3076923076923077,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.8333333333333334,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.38461538461538464,1,0.0,0.6923076923076923,1.0,0.0,0.0,0.3076923076923077,0.0
0.0,1,0.07142857142857142,0.42857142857142855,1.0,0.0,0.0,0.5714285714285714,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,0.9827586206896551,1.0,0.0,0.0,0.017241379310344827,0.0
0.8571428571428571,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.19047619047619047,1,0.047619047619047616,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.9166666666666666,1,0.5833333333333334,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,0.7407407407407407,1.0,0.0,0.0,0.25925925925925924,0.0
0.6363636363636364,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.14285714285714285,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3706896551724138,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.23809523809523808,1,0.0,0.9523809523809523,1.0,0.0,0.0,0.047619047619047616,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7083333333333334,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.02702702702702703,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.03508771929824561,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.02857142857142857,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714285,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.8,1,0.8,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7142857142857143,1,0.0,0.9841269841269841,1.0,0.0,0.0,0.0,0.0
0.4567901234567901,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6129032258064516,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.125,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,0.9764705882352941,1.0,0.0,0.0,0.023529411764705882,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.05,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.16666666666666666,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4117647058823529,1,0.4117647058823529,0.6470588235294118,1.0,0.0,0.0,0.35294117647058826,0.0
0.59375,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.03125,2,0.21875,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,1,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.75,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.5,1.0,1.0,0.0,0.0,0.0,0.0
0.05,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1111111111111111,1,0.015873015873015872,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.11538461538461539,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.125,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0
0.8769230769230769,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5555555555555556,1,0.4444444444444444,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.01639344262295082,1.0,1.0,0.0,0.0,0.0,0.0
0.8,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.11764705882352941,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.875,1,0.0625,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.9047619047619048,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.22727272727272727,1,0.13636363636363635,1.0,1.0,0.0,0.0,0.0,0.0
0.3333333333333333,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5172413793103449,1,0.034482758620689655,1.0,1.0,0.0,0.0,0.0,0.0
0.2,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1111111111111111,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0
0.5,1,0.0,0.5,1.0,0.0,0.0,0.5,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.2,1,0.2,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6582278481012658,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.34054054054054056,1,0.0,0.9945945945945946,1.0,0.0,0.0,0.005405405405405406,0.0
0.84,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.21052631578947367,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.36363636363636365,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.013333333333333334,1,0.02666666666666667,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7272727272727273,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1111111111111111,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.16666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3958333333333333,1,0.020833333333333332,0.9375,1.0,0.0,0.0,0.0625,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.7272727272727273,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.09375,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.06896551724137931,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.797979797979798,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.25,1,0.25,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.6666666666666666,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
